web-scraper-order,web-scraper-start-url,name,name-href,imgs-src,desc,sunlight,soil,maintenance,characteristics
1520338429-7364,http://www.gardening.cornell.edu/homegardening/scenee139.html,"Celosia, Wheat",http://www.gardening.cornell.edu/homegardening/scenec3e5.html,images/garden/photos_garden/Amaranthaceae/Celosia/spicata/whole_thumb.jpg,"Attractive in the garden and in dried arrangements, this plant gets its common name from its silvery-pink, wheat-like flower plumes.",full sun,requires well-drained soil,"Pinch back small plants to insure bushy fullness. May require staking.



	



	



	","Tolerates:



	



	



	frost



	



	



		



		



		



	







	







	Special characteristics:



	



	



	



		



		non-aggressive



		



		non-invasive



		



		



	



	not native to North America



	



	



	



	



	



	



	Special uses:



	



	



	cut flowers



	



	



	



	dried flowers"
1520335401-7163,http://www.gardening.cornell.edu/homegardening/scenee139.html,Yarrow,http://www.gardening.cornell.edu/homegardening/scene90fb.html,images/garden/photos_garden/Asteraceae/Achillea/millefolium/flower_thumb.jpg,"A range of flower colors, fine-textured foliage and medium height make this drought-resistant medicinal herb an easy, attractive, fragrant and drought-resistant addition to border plantings.",full sun,tolerates droughty soil,"Yarrow is drought resistant and so doesn't need frequent watering.Tall plants may need staking.



	



	","Tolerates:



	



	



	frost



	



	



		



		



		



	







	Special characteristics:



	



	deer resistant



	



	



	



		



		non-aggressive



		



		non-invasive



		 - Is naturalized in many areas.



		



	



	native to North America, Europe and Western Asia



	



	fragrant



	 - Foliage is highly aromatic, resembling chamomile.



	



	



	



	Special uses:



	



	



	



	dried flowers - Dried flowers tend to loose their color."
1520336086-7325,http://www.gardening.cornell.edu/homegardening/scenee139.html,Epimedium (Red Barrenwort),http://www.gardening.cornell.edu/homegardening/scenecfd7.html,images/garden/photos_garden/Berberidaceae/Epimedium/x_rubrum/whole_thumb.jpg,"An excellent, long-lived groundcover for moist, shady sites.  Once established, it can tolerate dry shade under trees.  The heart-shaped leaves on the foot-tall plants are red when immature and in the fall.  The flowers are red and yellow and resemble columbine.",part shade,tolerates droughty soil,"You can leave semi-evergreen foliage overwinter and clean up early in spring.  Or you can shear plants in fall.  Use a lawn mower on large plantings.  Spring shearing makes flowers more visible.Seldom needs division.  



	



	","Special characteristics:



	



	deer resistant



	



	



	



		



		non-aggressive



		



		non-invasive



		



		



	



	not native to North America



	 - Hybrid with European and Japanese parents.



	evergreen



	 - Semi-evergreen"
1520335676-7297,http://www.gardening.cornell.edu/homegardening/scenee139.html,"Hosta, Fragrant",http://www.gardening.cornell.edu/homegardening/scened264.html,images/garden/photos_garden/Liliaceae/Hosta/plantaginea/leaf_thumb.jpg,"This hosta has bright yellowish-green, ribbed, heart-shaped leaves and beautifully scented white flowers.",part shade,requires well-drained soil,"Hostas are generally easy to take care of as long as they are given partial shade and ample moisture. 



	



	","Special characteristics:



	



	



	



		



		non-aggressive



		



		non-invasive



		



		



	



	not native to North America



	 - Native to China.



	



	fragrant



	



	



	



	



	Special uses:"
1520335696-7307,http://www.gardening.cornell.edu/homegardening/scenee139.html,Gloriosa Daisy,http://www.gardening.cornell.edu/homegardening/scene701e.html,images/garden/photos_garden/Asteraceae/Rudbeckia/hirta/whole_thumb.jpg,"A prairie native, Gloriosa Daisy dazzles with vivid flowers in combinations of red, yellow and orange shades offset by dark brown centers.  Great for cut flowers.  Prefers cool weather.",full sun,tolerates droughty soil,"Deadhead to prolong blooming and reduce self-seeding. 



	



	



	","Tolerates:



	



	



	frost



	



	



		



		



		



	







	







	Special characteristics:



	



	



	



		



		aggressive



		 - Self-seeds readily.



		non-invasive



		



		



	



	native to North America



	 - Central U.S. prairies.



	



	



	bears ornamental fruit



	 - Flowerheads often persist into the winter, and provide some winter interest in the garden.



	



	



	Special uses:



	



	



	cut flowers



	



	



	



	



	



	direct-seeding



	







	



	wildflowers"
1520336747-7336,http://www.gardening.cornell.edu/homegardening/scenee139.html,Daisy Fleabane,http://www.gardening.cornell.edu/homegardening/scenedb99.html,images/garden/photos_garden/Asteraceae/Erigeron/speciosus/flower_thumb.jpg,"Easy to grow and not fussy about soil, Daisy Fleabane has a long flowering season in summer, producing yellow-centered, daisy-like blooms in shades of white, pink, yellow, purple, and blue.",full sun,requires well-drained soil,"Divide every 2 to 3 years in spring to maintain healthy plants. May need staking, especially on fertile soils. Keep soil moist in summer. Cut back after flowering to encourage repeat blooming.  Deadhead frequently for prolonged flowering. Cut back plants in fall if they become leggy.



	



	","Special characteristics:



	



	



	



		



		non-aggressive



		



		non-invasive



		



		



	



	native to North America



	 - Northwestern U.S. and Canada



	



	



	



	



	



	Special uses:



	



	



	cut flowers - Make excellent cut flowers if picked when fully opened.



	



	



	



	



	



	







	



	wildflowers - Native to North America



	



	



		



	



	naturalistic garden - Native to North America"
1520335592-7256,http://www.gardening.cornell.edu/homegardening/scenee139.html,Maiden Pink,http://www.gardening.cornell.edu/homegardening/scene7e26.html,images/garden/photos_garden/Caryophyllaceae/Dianthus/deltoides/flower_thumb.jpg,"An excellent groundcover, front-of-the-border edging, or rock garden specimen, these mat-forming plants produce countless dainty blooms with fringed petals in shades of red, pink or white in spring and early summer.  Prefers well-drained alkaline soil and full sun.",full sun,tolerates droughty soil,"Cut plants back by half after flowering. Allow seeds to develop and set before cutting if self-seeding is desired. Leave evergreen foliage for fall and winter interest.  Protect from overly moist conditions, as these easily cause rot.Divide in spring or fall every 2 or 3 years.



	



	","Special characteristics:



	



	



	



		



		aggressive



		 - Spreads rapidly by self-seeding if not deadheaded before seed set.



		non-invasive



		



		



	



	not native to North America



	 - Native to Europe and Asia.



	evergreen"
1520335513-7218,http://www.gardening.cornell.edu/homegardening/scenee139.html,Sea Thrift,http://www.gardening.cornell.edu/homegardening/scene6f0c.html,images/garden/photos_garden/Plumbaginaceae/Armeria/maritima/whole_thumb.jpg,"Small, mounded, grassy-leaved plants bear striking, rounded clusters of pink or white flowers on erect, wiry stems.  Great for rock gardens and front of the border. Tolerates poor but well-drained soil.",full sun,tolerates droughty soil,"Deadhead. If the centers rot out, cut the plants back severely. Divide and replant only healthy plant sections, discarding the rotten center.  Plants are evergreen.  Do not prune in fall.  Remove dead foliage in spring.



	



	","Tolerates:



	



	



		



	



	salt



	



		



		



	







	Special characteristics:



	



	deer resistant



	



	



	



		



		non-aggressive



		



		non-invasive



		



		



	



	not native to North America



	 - Native to Northwestern Europe



	evergreen"
1520335452-7188,http://www.gardening.cornell.edu/homegardening/scenee139.html,Tuberous Begonia (pendulous cultivars),http://www.gardening.cornell.edu/homegardening/scenecd01.html,images/garden/photos_garden/Begoniaceae/Begonia/x_tuberhybrida/pendulous_cultivars/whole_thumb.jpg,"The drooping form of these Tuberous Begonia cultivars make them great for hanging baskets.  The frost-tender plants are prized for their showy blooms in bright, tropical hues.  Best grown sheltered from direct sun and wind.",part shade,requires well-drained soil,"Water without wetting leaves to prevent foliar disease. In early fall, before frost danger, gently remove the tubers from their beds, cut off the foliage, and place the plants, their roots still covered with soil, in a cool, well-ventilated location until spring. 



	



	



	



	



	



	","Special characteristics:



	



	deer resistant



	



	



	



		



		non-aggressive



		



		non-invasive



		



		



	



	not native to North America



	 - Product of horticultural selection, parent material native to South America"
1520335571-7246,http://www.gardening.cornell.edu/homegardening/scenee139.html,Nasturtium,http://www.gardening.cornell.edu/homegardening/scenef484.html,images/garden/photos_garden/Tropaeolaceae/Tropaeolum/majus/whole_thumb.jpg,"Nasturtium's orange, yellow or red flowers provide powerful garden color, while the round leaves (variegated in some varieties) provide foliar interest.  Flowers also add zest and flavor to salads.  Prefers warm, dry conditions.",full sun,tolerates droughty soil,"Train vining varieties onto supports.



	



	



	","Special uses:



	



	



	cut flowers



	



	



	



	



	edible flowers



	



	



	



	edible landscaping - Leaves and flowers have a spicy flavor and can be used in salads and soups and as garnishes.



	



	



	direct-seeding"
